comment,like
哥 你们跨年能不能出个线下团建视频[大哭][大哭],4836
啊啊啊啊啊啊是团建的实况系列，爱看多发[脱单doge][打call],2853
怎么？[doge]没联系上北子哥？,2055
明显看的出来拜应该是玩过的 还有加的miyang整合包 有单独的手电和对讲机模块 但是mod对于新手不太友好 刷怪太多 难度太高了 其实可以只加一个汉化和联机的 感觉像是boy在用的mod给别人安排上了 现在这感觉都没去几个地方 如果要出续集的话 可以多玩玩提高熟练度 不然就换个纯净mod吧 体验会更好（仅代表个人观点 本人致命公司20h玩家 ）,1842
老师，我家番茄怎么叫的这么大声啊，还以为是性格开朗了，仔细一看是疯了[OK],1539
北子哥怎么没联合投稿？[doge],1250
花少北的联投呢[笑哭],924
哇哇哇等到你们的了！,890
老师怎么没看家我家小花,784
哥几个能不能出个线下视频啊都年底了发个线下团建喜庆一下,708
茄哥你怎么了茄哥,701
我二十八分钟笑得跟花少北最后那段一样癫哈哈哈哈哈哈,536
花少北：我被抛弃了 观众朋友们,416
又有人忘记点联合投稿了,365
王哥假装第一次玩委屈他了，男人帮，启动,316
老师我们小花好像没在里面，我们家孩子回来之后一直在哭，问了才知道是觉得老师不重视他，希望老师能够妥善解决这件事情。,297
为什么四个人的视频感觉有一群人[思考],223
"平时的番茄：温文尔雅，风度翩翩
这个视频的番茄：（字正腔圆）握草！握草！握草！！！
非常不错游戏",197
这期好好笑，跟着北子那段大笑笑崩了,178
你们仨拍了多少视频？[星星眼],115
北子醒了哈哈哈哈哈哈哈,84
是致命公司！！！自从这个游戏上线就一直期待上海zoo玩了！好喜欢他们玩这种联机恐怖游戏[大哭][大哭][大哭],78
这个视频开始中国boy先说话我想大点声，还没来得及调音花少北就说话了，还好动作慢,76
老师我们家子涵特别爱看，希望下周还有,58
呜呜，都没人陪哥们玩,45
这期没有字幕嘛,40
四个人吵出了一群人的声音，头回用人声鼎沸形容四个人[doge],34
