comment,like
白衣的荣耀！羊村的骄傲！！,54310
第一个嘉宾npc诞生了好诶！[难过],29383
"一个被粉丝弄走了
一个刚来就没了
一个好不容易走了又被摇回来了[笑哭]",27803
那天我瘦了三斤！,16738
这期拍的不错，表扬下老板小潮院长哈。（开玩笑的）,15890
等等，那如果马哥第四期走了，他是不是可以把高斯叫回来[思考],10868
《开局不到十五分钟，咱奶就成功逃离了羊村》[喜极而泣],9253
身份证是不丢羊村了！！！,8827
《一念神魔》,5243
观后感:小老师在短暂的一天，竟收获了数不胜数人山人海奇奇怪怪的一堆称呼[吃瓜],3880
照这个趋势下去，过年可有的看了[脱单doge],2978
我做的雪玫瑰送给小狗[脱单doge],2315
欢迎小精灵！！羊村因你的加入而更美好！许愿一个雀巢工作室，真的好期待两大工作室对撞能擦出怎么样的火花[doge],2057
超级无敌寻龙尺plus版,2047
不知道你们还记不记得第二季最后马哥说：输了的人并不是留在羊村，但是在第三季的时候会比较惨，但我也没看到惨在哪呀[喜极而泣],1582
what’s up这么远,1340
现在长视频环境越来越差，羊村却没有比往季短，反而让我第一次看到马哥一个小时的视频，真的很用心[给心心][给心心][给心心],1292
正想说马哥走了播放量得少一大截，结果看到最后哈哈哈哈哈🤣🤣🤣,1291
我早就能走了 跟这帮人闹着玩呢 降维打击你们懂吗兄弟们 ！[doge],1065
这一集真的后热，而且越看越起劲！真不错啊 ，这小老师是干嘛的，完全不知道啊，前面还感觉他没节目效果，后面真是越来越好玩，看完出了一身汗！全是笑的！,749
预言家但只预言对了一半[微笑][微笑][微笑],128
好家伙，原来第一期开头就留下了伏笔,116
我天今天生日一打开就看到这个  好爽好爽😭🤲🏻,70
我发布了一篇笔记，快来看看吧~,17
wc小老师啊啊啊啊啊啊我要疯了救命[大哭],3
