comment,like
白衣的荣耀！羊村的骄傲！！,41435
第一个嘉宾npc诞生了好诶！[难过],22102
"一个被粉丝弄走了
一个刚来就没了
一个好不容易走了又被摇回来了[笑哭]",19660
那天我瘦了三斤！,12339
这期拍的不错，表扬下老板小潮院长哈。（开玩笑的）,11735
身份证是不丢羊村了！！！,8500
等等，那如果马哥第四期走了，他是不是可以把高斯叫回来[思考],7679
"本期成就：
小精灵：2023羊村天使投资人
                首位NPC嘉宾
                 羊村最懵嘉宾
高斯：白衣战队的神
            运气之王
小潮院长：超过自己有史以来的记录，离开羊村
小傲：高中组之默契
小砍：以一敌五
海皇：无
如有遗漏请补充[脱单doge][脱单doge]",7582
《开局不到十五分钟，咱奶就成功逃离了羊村》[喜极而泣],7468
《一念神魔》,3292
照这个趋势下去，过年可有的看了[脱单doge],2904
我做的雪玫瑰送给小狗[脱单doge],2274
欢迎小精灵！！羊村因你的加入而更美好！许愿一个雀巢工作室，真的好期待两大工作室对撞能擦出怎么样的火花[doge],1558
超级无敌寻龙尺plus版,1038
我早就能走了 跟这帮人闹着玩呢 降维打击你们懂吗兄弟们 ！[doge],962
现在长视频环境越来越差，羊村却没有比往季短，反而让我第一次看到马哥一个小时的视频，真的很用心[给心心][给心心][给心心],619
what’s up这么远,159
预言家但只预言对了一半[微笑][微笑][微笑],81
我天今天生日一打开就看到这个  好爽好爽😭🤲🏻,45
我发布了一篇笔记，快来看看吧~,7
13万人，历史性的一刻,0
