comment,like
哥 你们跨年能不能出个线下团建视频[大哭][大哭],9099
啊啊啊啊啊啊是团建的实况系列，爱看多发[脱单doge][打call],6736
老师，我家番茄怎么叫的这么大声啊，还以为是性格开朗了，仔细一看是疯了[OK],6198
明显看的出来拜应该是玩过的 还有加的miyang整合包 有单独的手电和对讲机模块 但是mod对于新手不太友好 刷怪太多 难度太高了 其实可以只加一个汉化和联机的 感觉像是boy在用的mod给别人安排上了 现在这感觉都没去几个地方 如果要出续集的话 可以多玩玩提高熟练度 不然就换个纯净mod吧 体验会更好（仅代表个人观点 本人致命公司20h玩家 ）,4703
"说明一下，他们玩的这么艰难是因为加的mod太魔幻了，纯净版一般下午1点左右开始刷室内怪，而且只有一两只，不是他们那种开局群魔乱舞，我怀疑是刷怪mod的问题，虽说房主要和玩家一起下同样的mod但有种刷怪mod只能房主一个人添加，不然有多少人下就有多少倍的怪。
最后boy捡了个奇怪的铁板也是mod物品，带前缀“奇怪的”捡了会随机给debuff，但是有bug，boy本来该减速15%，但mod作者写成减速至15%了，所以走的贼慢。",4211
我二十八分钟笑得跟花少北最后那段一样癫哈哈哈哈哈哈,4211
"平时的番茄：温文尔雅，风度翩翩
这个视频的番茄：（字正腔圆）握草！握草！握草！！！
非常不错游戏",3369
这样，你们录个两小时，我留着当春晚看,1852
茄哥你怎么了茄哥,1519
终于……不是元梦之星了！[大哭],1460
为什么四个人的视频感觉有一群人[思考],1235
哥几个能不能出个线下视频啊都年底了发个线下团建喜庆一下,1090
这期好好笑，跟着北子那段大笑笑崩了,695
没人夸夸剪辑吗！太厉害了，学过一些剧本创作和剪辑，这个视频节奏bgm切镜头剧情逻辑镜头语言过渡闪回（喘气）都极其流畅，可以说半个小时没有一秒是多余的[鼓掌],467
老师我们小花好像没在里面，我们家孩子回来之后一直在哭，问了才知道是觉得老师不重视他，希望老师能够妥善解决这件事情。,426
王哥假装第一次玩委屈他了，男人帮，启动,363
这个视频开始中国boy先说话我想大点声，还没来得及调音花少北就说话了，还好动作慢,148
北子醒了哈哈哈哈哈哈哈,132
我说怎么boy头上那个好眼熟（）,59
爆炸喜欢这个[喜欢][喜欢][喜欢]快开坑吧，感觉这个游戏里的恐怖元素把每个人的喜剧效果都激发出来了(我也不知道该怎么形容[脸红])反正就特别有意思[保卫萝卜_哇][保卫萝卜_哇],11
笑点太密集我一时不知道该说什么了哈哈哈哈哈,8
不行了太好看了两天看了五遍[大哭]请你们务必再多发这个游戏的实况[保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭],3
不是脑叶公司玩不起，而是与朋友玩致命公司更有性价比,2
天天看中国boy直播，我就两个字：国宴[doge],1
