time,pub_location,title,tname,like,owner,bvid,oid
2023-12-22 02:33,上海,《原神》角色演示-「娜维娅：非官方追缉」,手机游戏,200361,原神,BV1pG411Y7Jv,409988243
2023-12-22 02:33,中国台湾,【圣诞星 | 官方MV 】周杰伦 如果 宇宙中有我这么一颗『星』我会希望是 你 发现 我,MV,156235,杰威尔音乐,BV1Dg4y1C7wq,835090903
2023-12-22 02:33,山东,一 名 医 生 决 定 帮 病 人 有 尊 严 地 死 ！,日常,163130,导演小策,BV1Ru4y1J7Ee,919931466
2023-12-22 02:33,北京,【北京欢迎你】这是一首来自五湖四海的新年祝福,翻唱,258737,秋陌_Cheyenne,BV1uc411o7tw,279989719
2023-12-22 02:33,北京,争议最大的上古帝王 | 建国还是窃国？,人文历史,113637,木鱼水心,BV1Uu4y1K7xi,922618258
