time,pub_location,title,tname,like,owner,bvid,picurl,oid
2023-12-22 13:50,中国台湾,【圣诞星 | 官方MV 】周杰伦 如果 宇宙中有我这么一颗『星』我会希望是 你 发现 我,MV,184511,杰威尔音乐,BV1Dg4y1C7wq,http://i0.hdslb.com/bfs/archive/8580fb8df48755309870646a4deb0a7ef8820988.jpg,835090903
2023-12-22 13:50,山东,一 名 医 生 决 定 帮 病 人 有 尊 严 地 死 ！,日常,171722,导演小策,BV1Ru4y1J7Ee,http://i2.hdslb.com/bfs/archive/8e690debbd3e0abfd87920653db6c8371554ac07.jpg,919931466
2023-12-22 13:50,北京,【北京欢迎你】这是一首来自五湖四海的新年祝福,翻唱,266371,秋陌_Cheyenne,BV1uc411o7tw,http://i2.hdslb.com/bfs/archive/0c443abb129b51638294927074e2a98e3fec92ad.jpg,279989719
2023-12-22 13:50,北京,争议最大的上古帝王 | 建国还是窃国？,人文历史,117297,木鱼水心,BV1Uu4y1K7xi,http://i1.hdslb.com/bfs/archive/b68725065a96d1e092b1e46c04b0042b9b3013ea.jpg,922618258
2023-12-22 13:50,重庆,猛男看了都扛不住落泪的电影,影视剪辑,159169,chuweii,BV1XN4y1x7ue,http://i2.hdslb.com/bfs/archive/d6c75e8179b14116ab6681fb516f0f7cac5dd8bc.jpg,880025140
2023-12-22 13:50,上海,《原神》角色演示-「娜维娅：非官方追缉」,手机游戏,201278,原神,BV1pG411Y7Jv,http://i2.hdslb.com/bfs/archive/50fe6e4f776573b109a143e77e43b3e4a604181e.jpg,409988243
2023-12-22 13:50,上海,韩国最臭食物给我们哥仨吃懵了…,出行,134467,中国BOY超级大猩猩,BV12p4y1o7h6,http://i2.hdslb.com/bfs/archive/623d81c7a0eeb61eada93c5d6b4873809e4ad52a.jpg,964991812
2023-12-22 13:50,山东,小孩哥：你觉得你能杀死我？,竞技体育,282969,笨小海涛,BV1tN4y1b763,http://i0.hdslb.com/bfs/archive/719393010e17b28bf6384b769a3bf00c7d9bf149.jpg,877412454
2023-12-22 13:50,山西,视频来晚了哥,搞笑,402603,延边刺客呀,BV1Vw41147uB,http://i1.hdslb.com/bfs/archive/db5b76d11039ee1c345de6e4754f1006729b355c.jpg,324977896
2023-12-22 13:50,江苏,探秘全球第一高铁！中国高铁商务座！都吃些什么？,美食侦探,99546,HOLA小测佬,BV1Ai4y1Y7r2,http://i1.hdslb.com/bfs/archive/e2a6a79654502bf16eb1f764f0b77ed9aa54bb06.jpg,537612002
2023-12-22 13:50,安徽,走自己的路，撑自己的伞,搞笑,298466,韩波格_,BV1N94y1P7WE,http://i2.hdslb.com/bfs/archive/34d242263b622022a2258ede12f04f2ec414d031.jpg,367490791
2023-12-22 13:50,上海,小潮team用什么设备？,数码,126946,小砍丶,BV1Ze411b7g8,http://i2.hdslb.com/bfs/archive/be45844279156057d22b2501a64a7b1bdee66f48.jpg,240118378
2023-12-22 13:50,上海,小潮team(不全)尴尬故事会,搞笑,97053,犀利有话说,BV1BN411G7pW,http://i1.hdslb.com/bfs/archive/9028cbf55f2c96fdc3dcb6a7d9ee731cfb61720c.jpg,494687148
2023-12-22 13:50,美国,我买了世界上最特别的子弹！竟然是塑料材质！据说性能超强？！,出行,82611,老李船长,BV16N411V7xi,http://i1.hdslb.com/bfs/archive/1e9d14ef0cca64da4e8c9740e0fe496e27729131.jpg,494893178
2023-12-22 13:50,北京,一口气了解全球游戏产业 | 为什么最近各大科技巨头纷纷入局？,财经商业,71769,小Lin说,BV1Qb4y1G7vY,http://i2.hdslb.com/bfs/archive/851170e6c406a2a80042c618159d5170687e6a2b.jpg,622423815
2023-12-22 13:50,湖北,你染上恋爱了？！,搞笑,210238,液态冰的发言框,BV1QN411V71A,http://i1.hdslb.com/bfs/archive/2d2a68eedeae9ebd394f612e8631aae18496d77c.jpg,494896512
2023-12-22 13:50,辽宁,鱼：家鱼们，没事别往东北这边报名了,搞笑,190071,周周啊,BV1Fw41147eq,http://i1.hdslb.com/bfs/archive/7fdb2d4e367c0f725959476a6b8a69d7061b322c.jpg,324906517
2023-12-22 13:50,吉林,咱爹咱妈的爱情故事之豆角情缘,搞笑,179700,大瑶同学remix,BV1HC4y1g72e,http://i2.hdslb.com/bfs/archive/b0f46f3e11f04c5fac87b4fdbdd106d093d27c62.jpg,749954828
2023-12-22 13:50,湖南,30年的馄饨老店，阿姨都很热情，冬天吃一碗身心都暖暖的,美食侦探,125326,李维刚的日常,BV1Sc411m7NK,http://i2.hdslb.com/bfs/archive/a153f02ef11f5607bfec0a0ff857bf30e4a3568a.jpg,279936499
2023-12-22 13:50,湖北,相亲前：我要不将就一下，相亲后：我真将就不了呀,搞笑,192469,七颗猩猩QKXX,BV13b4y137Ro,http://i2.hdslb.com/bfs/archive/8f72b913ff3bf4159e3853e49c44267c8f0f867d.jpg,622616902
