comment,like
暴走十几公里，结果没瘦一斤[微笑],9449
我有个想法，你们徒步去羊村拯救变成npc的小精灵[妙啊],3105
这期感觉好舒服啊，像一家人出门踏青一样[群星闪耀时半年庆_惬意],3026
本人是一名混吃等死的大二女学生，从不锻炼，看了暴走系列之后就上头了，走了三万多步，怎么也有个十五六公里了，用的是我平时走路的速度，中间休息了半小时一次（看下一个是谁[脱单doge]），感觉一般，十五公里没有很难走，第二天腰有点酸，除此之外没有不舒服的，十五公里我这种严重缺乏锻炼的人都觉得没什么，所以大家也可以尝试尝试[打call]锻炼身体[打call],1717
郭雨视频里已经很久没出现黄力元了,1262
我觉得要不别叫城市暴走了，改叫城市暴吃也不错[藏狐][藏狐][藏狐],1160
"力元君：雨哥，又找我录蹭饭挑战了，今天蹭谁的？[doge]
雨哥：蹭你的[doge]",490
所以下一期雨哥六道和力元君，这到底是城市暴走还是随机挑战[doge],449
下一个视频:蹭饭挑战双人版! 雨哥快更 马上都年末了什么时候更新[doge],439
下期要不走到欣小萌家吧[doge],425
论小潮team的衣服到底有多好穿（六道还穿着哈哈）[兔年][打call][思考],279
谁还记得这系列最初是为了减肥[doge],211
出考场就看到了,171
"雨哥：你的梦想是什么
莉莉：蹭饭挑战
雨哥：使命必达！
莉莉：蹭谁的？
雨哥：你的
莉莉：。。。
雨哥：我是哆啦A梦~你是我的大雄~",160
原来不止一个人认为六道戴这帽子像琴酒,133
往好处想，至少吃到好吃的，而且没有胖,121
真的超喜欢暴走这个系列！感觉超有意思！哥多拍点[星星眼],102
血书走去宝剑嫂家[打call][打call][打call][打call][打call],92
这期节目效果可以 观感很好,86
这期很明显大家都很轻松，都是老熟人老搭档，效果和梗都不尴尬，好喜欢[星星眼]力元君雨哥要多拍！！！！！！！,70
有一说一我不是雨哥的粉丝因为我觉得雨哥挺多视频都尴尬到让我看不下去[笑哭]（嗯…），但是暴走系列每一期都特别好看！！无论是正能量扶车、随机游戏、买伴手礼一路吃吃吃，都没有刻意整活，特别自然且有意思，剪辑节奏也超级棒！！！城市暴走目前是我最喜欢最期待的系列了！！！[喜欢],63
哈哈六道怎么还穿着小潮的衣服,43
城市暴走再做下去肯定会有瓶颈，之后可以结合美食攻略来设计暴走路线，又能增加新鲜感，还能给大家推荐不错的上海美食，当然吃美食就交给嘉宾了，你两就负责暴走[打call],33
他们三意外地有节目效果[笑哭],32
我在仓库上班，日均2万步，工作一年胖了10公斤[笑哭],29
熟人局太好看了[星星眼],21
省流：全是恩人[滑稽],20
"说真的，有种说走就走的旅行的赶脚，不需要去多远去准备些什么。兴起时有三两好友愿同行，所见所遇皆美好!嗯，是自由的味道!
好看，爱看，多来♥",20
啊啊啊 我家就在这啊 我怎么没遇到啊[大哭][大哭],17
@茶百道ChaPanda [吃瓜][吃瓜][吃瓜],11
要不再去一次小潮哪里吧，要件长袖的文化衫，再不要六道要冻死了,11
这几个B整天挑战毫无意义的事情,10
好早！,9
救！加油点赞，争取明天就把第六期肝出来好吧！[星星眼][星星眼][星星眼],8
大三的时候参加了一个公益活动叫“一个鸡蛋的暴走”，挑战目标一天走50km。第二天醒了以后，好像感觉不到脚底板的存在了[笑哭]。可惜那时候微信都还只是摇一摇神器，不然那天的运动步数绝对称霸朋友圈。,8
跟朋友在一起的氛围感觉很好[兔年],6
说实话雨哥风评差不是没道理的，视频质量严重“德不配位”。,6
我今天也暴走了好久[微笑]因为非标电动车淘汰家里没有电瓶车给我开了上街很不好停车也不敢开车并且我不想坐公交车好晕也不舍的打车感觉好费钱一个人走路真的很开心我今天手机都走没电了 虽然特别冷街上没有啥人在走路感觉自己有点奇怪哈哈哈来自一个十八线小县城,5
一个比一个唐,5
雨哥瘦了多少斤[脱单doge],5
感觉力元君当上爸爸之后稳重了好多啊,5
纯好奇 蹭饭挑战为什么没更了,5
"1、烤鸭呢？
2、这个视频我等了一个月！一个月！天天刷雨哥的动态！终于来了！！！",5
这节目确实正能量,5
哈尔滨已经穿两个月羽绒服了[脱单doge],5
雨哥瘦了[doge],4
感觉有点没意思了[笑哭]这是可以说的吗，不是那么有趣了,4
好熟悉的南码头与浦三路，原来离力元君这么近[doge],4
[吃瓜],4
内容有点单调且重复了感觉,4
谁懂啊，感觉好像疯狂动物城里面那个做瑜伽刘海遮住了脸的羊驼[星星眼][脱单doge],4
昨天发的今天点赞已经10.1万了,3
希望永远做下去 太可爱了雨哥,3
大城市的钱真好赚，而且大家都心安理得的觉得理所当然,3
不是，这啥时候拍的啊，怎么穿短袖啊[灵魂出窍],3
最后一集可以邀请所有up主一起徒步吗[doge],3
这期好好看！多更新呀！我太喜欢这种好朋友们相处的感觉了,3
说了多少次了，十几公里不叫暴走，标题改成步行或徒步，什么时候走个30公里以上起暴走那还凑合…真的醉了,3
不是，农村过事儿常见的大馒头卖1000[笑哭]，真离谱啊,3
边走边吃边玩这个操作一期就够了……不然就没有暴走的效果和意义了,3
这一期是暴走系列最好笑的一期哈哈哈哈😂，甚至想看第二遍,3
符合虎扑评分人设,3
16km 16min 的视频，操作的很棒呢哈哈哈哈,3
烤鸭没了，厨子偷吃是吧[脱单doge],3
我还是很喜欢这种氛围。朋友之间相处得很自然,3
好耶,3
这期像好朋友唠家常一样，氛围真好[捂眼][捂眼],3
绵羊的投稿呢哈哈是睡太早了吗,2
力元君抱着小椰果一起暴走[洛天依][洛天依][洛天依][洛天依][洛天依],2
终于等到这个系列更新了！！！！！超爱看的[喜欢][喜欢][喜欢][喜欢],2
表面上它是一个暴走节目 实则是脱口秀加美食节目哈哈哈哈,2
我怎么成你恩人了？ 不杀之恩为大恩！,2
看到买甘蔗那里瞬间西游记即视感就出来了[doge],2
啊吗粽：一句话让人唠一辈子,2
绵羊真的好亲切,2
绵羊和嫂子讲话越来越像了哈哈哈哈哈哈哈,2
不是，这个节目一开始不是个减肥节目嘛，现在变美食纪实了[笑哭][笑哭],2
现在视频感觉好尬,2
绵阳的性格真的好好好好好啊 [呲牙],2
感觉这个系列就是走的一个轻松路线。适合想看闲聊随性的视频放松一下的。如果是追求整活或者刺激的观众就会觉得略显无聊。我喜欢看只是单纯因为可以看喜欢的up聊天。,2
来啦,2
[doge]除了第一期，其他都是边吃边走，减肥已经不是目的了,2
六道和绵阳好有节目效果[兔年],2
要不是看嫂子的面子，绵羊姐姐不可能答应,2
最近看到很火的上海City walk已经到很魔幻 需要交钱的程度 雨哥去揭秘一下,2
[OK],2
恩人 [打call],2
下次建议跨省[doge],2
随机蹭饭暴走挑战[给心心],2
你们怎么不给给AMZ一个共创吗[妙啊]他无处不在,2
我有个想法 ，你们徒步去羊村拯救变成npc的小精灵[妙啊],2
这一期比之前几期有意思的多！！爱看这种梗多的[打call][打call],1
城市暴走怎么能买那么多吃的[保卫萝卜_哭哭]我晚上本来打算吃点面包凑合一下，但是你们一直在吃东西诱惑我[保卫萝卜_哭哭][保卫萝卜_哭哭],1
现在这个气温，看你们穿这么少还真不习惯,1
@我是花子君的狗汪汪汪,1
终于！！！[大哭],1
已到达十万[tv_色][tv_色]下一期捏,1
为啥这期联合没有绵羊啊,1
[辣眼睛],1
。。。。,1
