comment,like
所以才是“庸与神”啊，真理自称庸人，阮梅想成为星神,24339
"看pv之前:真理义父这种学术大能为什么进不去天才俱乐部呢？
看pv之后:看来天才俱乐部的门槛确实有点离谱",16277
所以阮·梅之所以给开拓者某一星神的全部祝福，是在测试是否有人能够完全拟合甚至成为某一星神[思考]原来如此,11393
所以说阮梅大方的本质，实质上是看透根源的淡漠与无动于衷。这样的话，阮梅的话虽然听起来可能有点疯狂，但从认知的角度来看，阮梅确实具备了一定意义上的神性。,9976
这一帧，好美啊,7389
我去 看完我对阮梅感觉背后发凉啊 我总觉得她骨子里非常的疯狂，感觉在她眼里不存在所谓的禁忌，她一直在追求本质，解剖命途，她很可能想了解命途的本质，命途的源头，成为那个“概念”,6551
"阮梅：我卡池来了😌
真理：我免费来了[妙啊]",4708
都说黑塔是高傲的天才，结果实际上一堆露面的天才们，只有黑塔是最接地气的那个[笑哭],4687
“成为■■”，并不是消音，而是■■超过了凡物的理解范围，注意一下，阮·梅已经可以描述不可知级的概念了……,4577
很奇怪 明明有中式新旗袍 苏州评弹 毛笔字 园林 我却觉得软妹这支视频是崩铁目前所有视频里最科幻的一部，bgm有点无垠太空的感觉 又有点halo的感觉，很有史诗感，却又暗含国风元素 是一种很奇妙的体验。[给心心],4568
有人说阮梅配音平淡无奇？拜托，用这种最平淡的语气理所当然的讲出“我要成为星神”才是最让我震撼的好吗？看到这的时候我鸡皮疙瘩都立起来了。这就是天才的傲慢，用最平淡的语气理所当然的讲出一个在她看来的既定事实[脱单doge],4434
你怎么知道我家腊梅开了！[星星眼],3918
阮·梅成为星神后，模拟宇宙新增「阮饭」命途：开局获得任意命途所有祝福[doge],3519
"当你窥见“神灵”秘密的一角，掌握凡人的知识对你就像呼吸一般简单，坐卧行走间总能迸发数不清的灵感。
然而知识追逐人智，黄金般的点子也是会压垮灵魂的畸瘤，不受控制的好奇心会驭驶躯壳冲向无路的悬崖，意识的形体会被无穷的答案扯碎。
但总是有有情之物的疯狂甚于无情的真理，她要凭自己的眼直视树的顶端，海的底渊；她会有一点恐惧，那是凡人的肉体在直视神灵；祂总是觉得好奇，那是无法描述的灵魂在拆解谜题。
她不在乎后果，祂只是有点好奇",2574
我们苏州出了个星神，你知道伐？以前就住在饮马桥金狮巷那里的呀，对，现在拆掉了，但小姑娘小时候就老爱来我们菜市场帮妈妈买菜的，老漂亮的，读完研就去仙舟上工作了，还跟人家外国人黑塔一起搞了个模拟宇宙，真的出息呀，现在都要当星神了,2357
这一位富有慷慨的小姐，你就是我一直寻找的纯美吗[脱单doge],829
没想到，本来以为阮梅是那种轻飘飘的妈妈型角色，没想到居然是这么有野心的角色，那副平静毫无波澜的绝色面容之下，居然是那样磅礴的求知欲与企图掌控生命奥秘的野心，这下子不得不更喜欢了[脱单doge],809
01:52 好美的一幕😭可以当壁纸的程度😭！！,608
"我懂了，我逐渐理解这一切
这一切早有暗示：生命的翁瓦克",394
"关于天才具有的好奇心跟很大的野心
往往最感兴趣的，像是模拟宇宙这个项目，听说可以跟星神接触就来了
然后还有一个点黑塔跟螺丝咕姆的声音是细小的还有身影也是模糊
把主人公当小白鼠，这种在温柔笑容之后的野心，的确能让人思考，也同时，一脸镇定又冷静，这种才是最可怕的",355
阮梅的想法很好理解啊[笑哭]不是为了成神也不是为了创造生命啥的，她就是“求真”，追求真理本身，在人类历史上无数哲学家科学家都以追求真理为唯一动机——“因为它就在那里”。不得不说在面对“虚无”时，“求真”是一种非常非常纯粹而古典的回答。,328
嗨Hi~ o(*￣▽￣*)ブ,320
两个嘌呤环都是腺嘌呤，下面两个嘧啶环，靠近中间且是蓝色的那个是尿嘧啶，最底下那个是胸腺嘧啶，被鱼挡住了白色的那个嘧啶也是胸腺嘧啶,169
淦，我第一次有杀了一个角色的念头[崩坏3·光辉矢愿_惊]不是说这个角色不好，反而是这个角色米哈游塑造的太好了，好到我有一种不寒而栗的感觉，就那种生物本能在告诉我这个漂亮的生物很危险，必须干掉她的感觉。哇，为什么这次我会看到美女没有星宇而是害怕。[崩坏3_乆][崩坏3_乆][崩坏3_乆],104
谁闲着没事把碱基都找到了啊[崩坏：星穹铁道_吃瓜ing],97
"流汗了，合着这四个人在实验怎么创造星神啊
真牛逼，不愧是天才俱乐部",11
