comment,like
千亿人血书，底下人发起支持，俺有钱打榜,25155
最后狮姐回头的那一段，是不是也表明了狮兄是她的梦中情狮呢，不然无缘无故的站定脚步回头干嘛,14870
只能说这个可以给狮哥配一对儿吗？[大哭],13053
一切不在言中，而在眼内。,12155
真想创造一个所有人都能得到幸福的世界,5649
既然是漫画，那不妨画的大胆一点吧，我不希望连在这里都是充满遗憾的,3291
这狮姐我们狮兄要定了！顶起来！,2894
救命[大哭][大哭],2870
秒5既视感,2776
狮兄，家里不是小卖部是中型超市的算吗[脱单doge],1476
狮子最后一个遇到的才是在公交车上看见的那个啊，下一期我就要看见他俩在一块[doge],1289
哥们叫雷锋！,1016
好漂亮呀，以后还会有戏份吗[初音未来_大笑],519
"这一幕，是错过，是借过。
错过是梦中所念，心中所爱
借过是抱歉，虽没联系，但还是借过一下，因为我挡着你的人生了",448
哥，每期视频三连换狮兄幸福不过分吧[笑],293
我是亲眼看着一首歌是如何被一个视频给带飞的，视频一经发布，这首歌的播放量就一飞冲天了[笑哭],265
                       至此已成艺术,239
简单一弄，大家自取。,114
情头(应该吧阿巴阿巴),90
有大佬画出来同人了[保卫萝卜_笔芯]（抖音弓长千）,71
野哥，你要是真不想给狮兄配妹子，实在不行把狮兄变女的配给鸡哥也行阿[笑哭],44
已经有人画出来了[笑哭],36
"她百分百认识他，因为狮哥回头是憧憬美丽女性，而她回头要么是仇人，要么就是从小认识。
你没发线，狮子小时候说过他喜欢长发，长裙，开小卖部的。而他与母狮相遇，她转了头。说明她可能认出了他。小时候憧憬的那个他，他说过的话她都记得，小学毕业大家谁都不记得谁。何况男女。但是她期待在茫茫人海中真找到他，通过长发，长裙。前面的长发长裙可能只是说审美，但是她这个长发长裙不是，不是狮子说的一种流行cosplay.而这份渺茫的期待却在现实中实现了。人和人也是这样的，本来你遇到谁概率可能都很小，但是遇到了，可能是很久没一起玩的朋友。
所以下一集可能还真是小卖部再相遇，或者真是狮子结了婚之后，再倒叙写相遇。应该是[嘘声][嘘声]",16
哥们求你了，真给狮哥整段纯爱吧[tv_大哭],3
