comment,like
哥 你们跨年能不能出个线下团建视频[大哭][大哭],7184
啊啊啊啊啊啊是团建的实况系列，爱看多发[脱单doge][打call],5160
老师，我家番茄怎么叫的这么大声啊，还以为是性格开朗了，仔细一看是疯了[OK],4401
明显看的出来拜应该是玩过的 还有加的miyang整合包 有单独的手电和对讲机模块 但是mod对于新手不太友好 刷怪太多 难度太高了 其实可以只加一个汉化和联机的 感觉像是boy在用的mod给别人安排上了 现在这感觉都没去几个地方 如果要出续集的话 可以多玩玩提高熟练度 不然就换个纯净mod吧 体验会更好（仅代表个人观点 本人致命公司20h玩家 ）,3725
我二十八分钟笑得跟花少北最后那段一样癫哈哈哈哈哈哈,2649
怎么？[doge]没联系上北子哥？,2475
"平时的番茄：温文尔雅，风度翩翩
这个视频的番茄：（字正腔圆）握草！握草！握草！！！
非常不错游戏",1919
"说明一下，他们玩的这么艰难是因为加的mod太魔幻了，纯净版一般下午1点左右开始刷室内怪，而且只有一两只，不是他们那种开局群魔乱舞，我怀疑是刷怪mod的问题，虽说房主要和玩家一起下同样的mod但有种刷怪mod只能房主一个人添加，不然有多少人下就有多少倍的怪。
最后boy捡了个奇怪的铁板也是mod物品，带前缀“奇怪的”捡了会随机给debuff，但是有bug，boy本来该减速15%，但mod作者写成减速至15%了，所以走的贼慢。",1450
北子哥怎么没联合投稿？[doge],1303
茄哥你怎么了茄哥,1218
花少北的联投呢[笑哭],1178
老师怎么没看家我家小花,1101
哇哇哇等到你们的了！,1050
哥几个能不能出个线下视频啊都年底了发个线下团建喜庆一下,952
为什么四个人的视频感觉有一群人[思考],846
花少北：我被抛弃了 观众朋友们,605
这期好好笑，跟着北子那段大笑笑崩了,448
又有人忘记点联合投稿了,421
老师我们小花好像没在里面，我们家孩子回来之后一直在哭，问了才知道是觉得老师不重视他，希望老师能够妥善解决这件事情。,415
王哥假装第一次玩委屈他了，男人帮，启动,343
加了难度mood吧，正常玩很少开门进去就好几个怪刷脸上的，对新人忒不友好[笑哭]（希望哥几个熟了这个游戏多更几期！这个真心节目效果爆炸）,163
终于……不是元梦之星了！[大哭],151
是致命公司！！！自从这个游戏上线就一直期待上海zoo玩了！好喜欢他们玩这种联机恐怖游戏[大哭][大哭][大哭],131
你们仨拍了多少视频？[星星眼],126
这个视频开始中国boy先说话我想大点声，还没来得及调音花少北就说话了，还好动作慢,118
北子醒了哈哈哈哈哈哈哈,113
呜呜，都没人陪哥们玩,99
boy真的好喜欢当小领导[大笑],98
老师我们家子涵特别爱看，希望下周还有,79
这加的物品难度低了好多,73
这期没有字幕嘛,66
就是说，你们四个能不能一起去密室录个视频，我真的很想看[大哭],60
出乎我意料的好看！下一季！！！！！！！！！等续集！！！！！！！！别逼我求你！！！！！！！,51
四个人吵出了一群人的声音，头回用人声鼎沸形容四个人[doge],45
"wc 新视频不火天理难容！
卧槽，致命公司这个团建视频也太好看了吧，我个人认为啊是所有团建视频里第二好看的一期！！！（第一是火柴人）
 
新视频全程笑疯了，我的妈太有意思了，火速三连，真的求多出几期！太tmd好看了！最近期末，好久都没有笑的这么开心了，好喜欢你们玩这个游戏真的绝了，这个视频不火真的是天理难容！",42
而且怪物的ai是有配合意识的，在未进入攻击状态的囤积虫会捡起战利品并且放在高危险的怪物旁边,37
哥几个的视频真的是续命之作……😿,36
哥几个圣诞节有说法吗[脱单doge][脱单doge][脱单doge],34
我说怎么boy头上那个好眼熟（）,34
北子：联合投稿不联系我是吧,33
刚打完怪猎出来看视频，开头还以为自己游戏没关，搁这找了半天又没找到。直到我把视频暂停了[捂脸],28
开坑开坑，不过怎么感觉今天中国boi的状态不是很好哎？怎么啦？,27
这期质量好高，真的巨好笑，某幻真是长在我笑点上了,24
看了好多UP主录致命公司的实况，还是你们四个最有节目效果[笑哭][笑哭][笑哭],21
春晚我要看这个！！！！！！,19
受不了，一看时长接近半小时惊喜万分，结果特么感觉没看一会就没了,15
请问对于玩具不点联投这件事三位有什么看法（举话筒）,15
这个游戏是不是会检测玩家音量大小。。？看弹幕说有的怪听觉灵敏,14
虽然冬至过了，但是还是祝大家冬至快乐，团团圆圆啊[打call],14
怎么有人没点联合投稿[doge],14
看了别的主播播致命公司的集锦再看这里感觉好无聊，感觉节奏太慢，有效果的点很少全是乱叫[呆],12
爆炸喜欢这个[喜欢][喜欢][喜欢]快开坑吧，感觉这个游戏里的恐怖元素把每个人的喜剧效果都激发出来了(我也不知道该怎么形容[脸红])反正就特别有意思[保卫萝卜_哇][保卫萝卜_哇],10
"《致障公司》 
老板:王瀚哲
会计:老番茄
捧场:某幻君
喇叭:花少北 
欢迎大家踊跃报名加入致障公司！",10
明明只有四个人，却有一种人山人海的既视感……,9
求求你一定要有下一期！！！,9
北子哥跳楼那一声短笑和后面看boy的狂笑差点给我笑断气,8
“注意的东西那就比较的多了啊，一般就是说呢，什么意思，就是，我们之前不是也说过嘛，就是注意的东西，对不对，你想想，对不对啊”,8
我是某幻的狗[脱单doge]（别赞要面,8
开坑开坑！！太有节目效果啦！！！,6
团建好唉！！！话说最近这么多团建是在为什么做预热吗…[洛天依][洛天依][洛天依],6
北子哥点联投了哈哈哈哈哈哈哈哈哈,6
过年当春晚看[脱单doge],5
北子哥是刚起才点的联合投稿吗hhhhhhh,5
小马好美丽的精神状态，人如其名,5
花老师的笑声太有感染力了，我想录下来，不开心的时候循环播放,5
怎么不带花少北玩啊[doge],5
啊哈？北子哥怎么没有联合投稿？[doge],4
我要等明天吃饭的时候看！！,4
年末了兄弟几个集体冲业绩是吧[doge],4
我服了花少北笑王瀚哲跑步那段给我笑岔气了啊啊啊啊啊啊啊,4
北子哥怎么不在联合投稿（）,4
团建 好耶！,4
此时花少北还没投[柠檬派陪你度过漫长岁月_狗头][柠檬派陪你度过漫长岁月_狗头][柠檬派陪你度过漫长岁月_狗头],4
吵得闹心,4
这期也太好笑了早知道当春晚看了（）,4
为什么没有花大喇叭！！！[脱单doge],4
男人帮跟NTMD解散了嘛[微笑][doge],3
前排，冬至快乐！！！（怎么不带北子哥玩hhh）,3
植物组俩个人凑不齐一个胆,3
