comment,like
白衣的荣耀！羊村的骄傲！！,17273
第一个嘉宾npc诞生了好诶！[难过],8319
那天我瘦了三斤！,6787
"一个被粉丝弄走了
一个刚来就没了
一个好不容易走了又被摇回来了[笑哭]",4225
这期拍的不错，表扬下老板小潮院长哈。（开玩笑的）,4012
身份证是不丢羊村了！！！,3593
考研一定上岸兄弟们[打call],3235
《开局不到十五分钟，咱奶就成功逃离了羊村》[喜极而泣],2861
照这个趋势下去，过年可有的看了[脱单doge],1497
等等，那如果马哥第四期走了，他是不是可以把高斯叫回来[思考],1384
我做的雪玫瑰送给小狗[脱单doge],1190
"这一季羊材目前创造的历史：
1.高斯首次离开羊村
2.玩家首次不是依靠赢得游戏离开的羊村
3.玩家首次被迫离开羊村
4.首次一天有两位玩家离开羊村
5.嘉宾首次失败留在羊村
6.嘉宾首次第一天就失去所有的星
7.首次玩家离开之后以嘉宾的身份回来重新游戏(暂且存疑)",1148
"天哪，一个小时，这是什么,难怪要审核这么久,小潮提姆你是我的神！[星星眼][星星眼][星星眼][打call][打call][打call]",993
我早就能走了 跟这帮人闹着玩呢 降维打击你们懂吗兄弟们 ！[doge],738
大家辛苦了，祝大家考研全都高分上岸[给心心],525
这种直接走的留言还是不太用放进箱子里，其实我觉得没啥效果，其实像那种有特定任务的更有节目效果,224
《一念神魔》,209
高斯胜利离开，一点没镜头了反而是惩罚，如果有下一季，建议胜利者留在现场，好吃好喝玩手机打电动还能嘲讽，这样比较公平,26
预言家但只预言对了一半[微笑][微笑][微笑],19
小先生以身入局。牺牲自己证明了小潮院长没有剧本[笑哭],11
您！！！,9
我天今天生日一打开就看到这个  好爽好爽😭🤲🏻,8
感谢小潮team在我晚饭时送上的惊喜[doge]国内的各位晚安哦（低语）,7
"这一季创造出的奇迹
高斯直接离开羊村
嘉宾历史上第1次当 Npc
白衣战队大获全胜",0
