comment,like
哥 你们跨年能不能出个线下团建视频[大哭][大哭],7425
啊啊啊啊啊啊是团建的实况系列，爱看多发[脱单doge][打call],5432
老师，我家番茄怎么叫的这么大声啊，还以为是性格开朗了，仔细一看是疯了[OK],4761
明显看的出来拜应该是玩过的 还有加的miyang整合包 有单独的手电和对讲机模块 但是mod对于新手不太友好 刷怪太多 难度太高了 其实可以只加一个汉化和联机的 感觉像是boy在用的mod给别人安排上了 现在这感觉都没去几个地方 如果要出续集的话 可以多玩玩提高熟练度 不然就换个纯净mod吧 体验会更好（仅代表个人观点 本人致命公司20h玩家 ）,3884
我二十八分钟笑得跟花少北最后那段一样癫哈哈哈哈哈哈,2900
怎么？[doge]没联系上北子哥？,2508
"平时的番茄：温文尔雅，风度翩翩
这个视频的番茄：（字正腔圆）握草！握草！握草！！！
非常不错游戏",2188
"说明一下，他们玩的这么艰难是因为加的mod太魔幻了，纯净版一般下午1点左右开始刷室内怪，而且只有一两只，不是他们那种开局群魔乱舞，我怀疑是刷怪mod的问题，虽说房主要和玩家一起下同样的mod但有种刷怪mod只能房主一个人添加，不然有多少人下就有多少倍的怪。
最后boy捡了个奇怪的铁板也是mod物品，带前缀“奇怪的”捡了会随机给debuff，但是有bug，boy本来该减速15%，但mod作者写成减速至15%了，所以走的贼慢。",1884
北子哥怎么没联合投稿？[doge],1304
茄哥你怎么了茄哥,1280
花少北的联投呢[笑哭],1208
老师怎么没看家我家小花,1154
哇哇哇等到你们的了！,1070
哥几个能不能出个线下视频啊都年底了发个线下团建喜庆一下,973
为什么四个人的视频感觉有一群人[思考],913
花少北：我被抛弃了 观众朋友们,626
这期好好笑，跟着北子那段大笑笑崩了,494
又有人忘记点联合投稿了,426
老师我们小花好像没在里面，我们家孩子回来之后一直在哭，问了才知道是觉得老师不重视他，希望老师能够妥善解决这件事情。,415
王哥假装第一次玩委屈他了，男人帮，启动,348
终于……不是元梦之星了！[大哭],186
加了难度mood吧，正常玩很少开门进去就好几个怪刷脸上的，对新人忒不友好[笑哭]（希望哥几个熟了这个游戏多更几期！这个真心节目效果爆炸）,170
是致命公司！！！自从这个游戏上线就一直期待上海zoo玩了！好喜欢他们玩这种联机恐怖游戏[大哭][大哭][大哭],138
你们仨拍了多少视频？[星星眼],127
这个视频开始中国boy先说话我想大点声，还没来得及调音花少北就说话了，还好动作慢,125
北子醒了哈哈哈哈哈哈哈,115
boy真的好喜欢当小领导[大笑],111
呜呜，都没人陪哥们玩,104
老师我们家子涵特别爱看，希望下周还有,82
这加的物品难度低了好多,78
这期没有字幕嘛,71
就是说，你们四个能不能一起去密室录个视频，我真的很想看[大哭],68
出乎我意料的好看！下一季！！！！！！！！！等续集！！！！！！！！别逼我求你！！！！！！！,55
"wc 新视频不火天理难容！
卧槽，致命公司这个团建视频也太好看了吧，我个人认为啊是所有团建视频里第二好看的一期！！！（第一是火柴人）
 
新视频全程笑疯了，我的妈太有意思了，火速三连，真的求多出几期！太tmd好看了！最近期末，好久都没有笑的这么开心了，好喜欢你们玩这个游戏真的绝了，这个视频不火真的是天理难容！",48
四个人吵出了一群人的声音，头回用人声鼎沸形容四个人[doge],46
而且怪物的ai是有配合意识的，在未进入攻击状态的囤积虫会捡起战利品并且放在高危险的怪物旁边,40
哥几个的视频真的是续命之作……😿,38
哥几个圣诞节有说法吗[脱单doge][脱单doge][脱单doge],37
我说怎么boy头上那个好眼熟（）,36
北子：联合投稿不联系我是吧,34
开坑开坑，不过怎么感觉今天中国boi的状态不是很好哎？怎么啦？,30
这期质量好高，真的巨好笑，某幻真是长在我笑点上了,29
刚打完怪猎出来看视频，开头还以为自己游戏没关，搁这找了半天又没找到。直到我把视频暂停了[捂脸],29
看了好多UP主录致命公司的实况，还是你们四个最有节目效果[笑哭][笑哭][笑哭],22
春晚我要看这个！！！！！！,20
受不了，一看时长接近半小时惊喜万分，结果特么感觉没看一会就没了,17
请问对于玩具不点联投这件事三位有什么看法（举话筒）,16
这个游戏是不是会检测玩家音量大小。。？看弹幕说有的怪听觉灵敏,16
怎么有人没点联合投稿[doge],16
虽然冬至过了，但是还是祝大家冬至快乐，团团圆圆啊[打call],15
看了别的主播播致命公司的集锦再看这里感觉好无聊，感觉节奏太慢，有效果的点很少全是乱叫[呆],13
明明只有四个人，却有一种人山人海的既视感……,11
北子哥跳楼那一声短笑和后面看boy的狂笑差点给我笑断气,10
"《致障公司》 
老板:王瀚哲
会计:老番茄
捧场:某幻君
喇叭:花少北 
欢迎大家踊跃报名加入致障公司！",10
求求你一定要有下一期！！！,10
爆炸喜欢这个[喜欢][喜欢][喜欢]快开坑吧，感觉这个游戏里的恐怖元素把每个人的喜剧效果都激发出来了(我也不知道该怎么形容[脸红])反正就特别有意思[保卫萝卜_哇][保卫萝卜_哇],10
团建好唉！！！话说最近这么多团建是在为什么做预热吗…[洛天依][洛天依][洛天依],8
“注意的东西那就比较的多了啊，一般就是说呢，什么意思，就是，我们之前不是也说过嘛，就是注意的东西，对不对，你想想，对不对啊”,8
我是某幻的狗[脱单doge]（别赞要面,8
开坑开坑！！太有节目效果啦！！！,6
北子哥点联投了哈哈哈哈哈哈哈哈哈,6
北子哥是刚起才点的联合投稿吗hhhhhhh,5
花老师的笑声太有感染力了，我想录下来，不开心的时候循环播放,5
我真的笑晕了兄弟们,5
怎么不带花少北玩啊[doge],5
过年当春晚看[脱单doge],5
我要等明天吃饭的时候看！！,5
小马好美丽的精神状态，人如其名,5
吵得闹心,4
"第二天下午了还有1.2万人在看 但是播放量为什么还不上去！！！
给我上去啊[灵魂出窍][灵魂出窍][灵魂出窍][灵魂出窍][灵魂出窍]",4
此时花少北还没投[柠檬派陪你度过漫长岁月_狗头][柠檬派陪你度过漫长岁月_狗头][柠檬派陪你度过漫长岁月_狗头],4
为什么没有花大喇叭！！！[脱单doge],4
团建 好耶！,4
啊哈？北子哥怎么没有联合投稿？[doge],4
mod加多了怪也多了有点不太利于新人体验游戏呀，弄个监视器第一视角，对讲机扩音啥的基础mod应该就够用了，因为这个游戏真的超好笑超级出效果，调整一下应该会更精彩的！！,4
年末了兄弟几个集体冲业绩是吧[doge],4
北子哥怎么不在联合投稿（）,4
这期也太好笑了早知道当春晚看了（）,4
25分的时候让我想到一句话：植物组之所以能岁月静好，那是因为有动物组负重前行[doge],4
我服了花少北笑王瀚哲跑步那段给我笑岔气了啊啊啊啊啊啊啊,4
我怎么感觉，北子哥的声音越来越好听了，尤其是最后笑的那段😂好健康好爽朗，然后还挺好听,3
省流：进进进！！！啊啊啊！！！焯！！！ 我先走了！！！,3
笑点太密集我一时不知道该说什么了哈哈哈哈哈,3
大家一定要多多点赞三连啊，求求了，这一期真的爆炸好看爆炸好笑！！！！！各位亲朋好友们一定要记得点赞三连，三连啊求求了[大哭][大哭][大哭][大哭][大哭][大哭]真的好想看到下一期！！！！,3
老师我家北子怎么才刚进,3
不行了太好看了两天看了五遍[大哭]请你们务必再多发这个游戏的实况[保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭],3
这次的实况，有一种二创的效果（从各方面来说），很好看[支持],3
友友们，顶我一下，问问中间7：55那个呱呱呱是什么歌,3
我必须马上吃饭[星星眼],3
前排，冬至快乐！！！（怎么不带北子哥玩hhh）,3
植物组俩个人凑不齐一个胆,3
听了十遍少北的笑哈哈哈哈哈怎么这么会笑，太搞笑了真的,3
这个游戏真的贼好玩，万人血书开坑,3
本来打开B站是要找资料准备期末考试的[脸红],3
才十几分钟就这么多评论了,3
咋没做字幕呀？[捂眼],3
是谁没有点联合投稿[doge],3
收藏了，过年当春晚看[脱单doge],3
陌生人，我今天过生日可以祝我生日快乐吗[嘟嘟][嘟嘟][脱单doge][脱单doge],3
能不能直播玩这个 好好笑,3
男人帮跟NTMD解散了嘛[微笑][doge],3
最后小花那段爆笑哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,3
说真的，好久没有看他们四个一起玩然后笑的这么开心了，这期视频可以说是有最早一起玩的那味儿了，多拍一点！！！[星星眼],2
长长的视频，稳稳的安心[星光六角螈_给你点赞],2
"《跟杜海皇说》
[tv_doge]",2
多发点哈哈哈哈哈哈好久没笑这么开心了你们在一起几个太有节目效果了,2
最最最最喜欢看你们四个人玩游戏啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊，你们多团建一点好不好,2
下周记得上班哦～[微笑][微笑][微笑]不要忘了嘞！！！[OK][OK][OK],2
来了[星星眼][笑哭],2
[天官赐福·漫画纪念装扮_看书]你们四个又团建,2
《温暖这个冬天》 谢谢哥几个 有被温暖到,2
还有吗还有吗爱看！想看四个一起玩恐怖游戏测心率！！[打call][打call][打call][打call],2
太好笑了！！！ 每个人进门甩头后撤出门 我先走了兄弟情（迫真,2
游戏名:  Lethal Company[脱单doge][脱单doge],2
[脱单doge],2
太难了这mod 全是新手 地图怪物道具都不会用 上来刷那么多怪 甚至初级图都有小女孩.这个游戏也是像鹅鸭杀的现象级游戏 换个只有汉化联机+双倍白天时间+充电回血的萌新整合包  可以多拍拍续集[初音未来_大笑]  然后对讲机是用来留个人在终端指挥其他人的[脱单doge],2
好玩，就是队友在后面走着走着突然没声了，走了也不说一声，太不够朋友了,2
这期真的太好笑了，谁懂啊，大半夜睡不着觉刷到这个视频，结果笑的更睡不着了哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2
现在流行晚上更新是吧[tv_doge][tv_doge][tv_doge],2
开坑啊啊啊啊啊啊已经好久没这么喜欢一个实况了 真的有当初的味道了[大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭],2
北子还没睡醒所以没有联合投稿是吧hhh,2
笑拥了，这期视频没有一处不体现“兄弟情”的哈哈哈哈哈哈哈哈哈哈哈哈,2
不行这一期太好笑了 再看一遍,2
花少北:东西呢 东西呢 东西呢 东西呢,2
这期超级搞笑不看的有难了,2
果然，朋友才是游戏的最高配置[委屈],2
我也是和朋友一起玩的哈哈,2
适合小朋友看,2
已入股莫辜负！这期太可乐了哈哈哈哈哈哈哈[大笑]大半夜在寝室床上憋笑有多难[保卫萝卜_哭哭],2
太好看了 我操,2
好早！！！,2
这期真的好刺激搞笑[笑哭]请务必不顾数据得再来一期【UP_1577804_无敌】[大会员粉豆人_美琴投币][猫咪公寓_点赞],2
能不能直播联机玩这个！！！,2
这期真的不错，看下来都没意识到已经过去半个小时了[OK],1
