comment,like
白衣的荣耀！羊村的骄傲！！,58667
第一个嘉宾npc诞生了好诶！[难过],32738
"一个被粉丝弄走了
一个刚来就没了
一个好不容易走了又被摇回来了[笑哭]",31478
那天我瘦了三斤！,18313
这期拍的不错，表扬下老板小潮院长哈。（开玩笑的）,17818
等等，那如果马哥第四期走了，他是不是可以把高斯叫回来[思考],12346
《开局不到十五分钟，咱奶就成功逃离了羊村》[喜极而泣],9986
《一念神魔》,6082
观后感:小老师在短暂的一天，竟收获了数不胜数人山人海奇奇怪怪的一堆称呼[吃瓜],5004
照这个趋势下去，过年可有的看了[脱单doge],3000
超级无敌寻龙尺plus版,2528
我做的雪玫瑰送给小狗[脱单doge],2329
欢迎小精灵！！羊村因你的加入而更美好！许愿一个雀巢工作室，真的好期待两大工作室对撞能擦出怎么样的火花[doge],2258
what’s up这么远,2033
正想说马哥走了播放量得少一大截，结果看到最后哈哈哈哈哈🤣🤣🤣,1651
现在长视频环境越来越差，羊村却没有比往季短，反而让我第一次看到马哥一个小时的视频，真的很用心[给心心][给心心][给心心],1511
我早就能走了 跟这帮人闹着玩呢 降维打击你们懂吗兄弟们 ！[doge],1105
好家伙，原来第一期开头就留下了伏笔,1091
好家伙，原来第一期开头就留下了伏笔,1090
预言家但只预言对了一半[微笑][微笑][微笑],146
我天今天生日一打开就看到这个  好爽好爽😭🤲🏻,74
哈哈哈，恭喜马哥，愿望成真！[打call][打call][打call],51
高斯，立刻返回羊村[doge][doge][doge],14
我盲猜马哥不想来，找其他的up替他来了，感觉是水果哥还是郭雨(预言家),3
