comment,like
哥 你们跨年能不能出个线下团建视频[大哭][大哭],9646
啊啊啊啊啊啊是团建的实况系列，爱看多发[脱单doge][打call],7186
老师，我家番茄怎么叫的这么大声啊，还以为是性格开朗了，仔细一看是疯了[OK],6617
明显看的出来拜应该是玩过的 还有加的miyang整合包 有单独的手电和对讲机模块 但是mod对于新手不太友好 刷怪太多 难度太高了 其实可以只加一个汉化和联机的 感觉像是boy在用的mod给别人安排上了 现在这感觉都没去几个地方 如果要出续集的话 可以多玩玩提高熟练度 不然就换个纯净mod吧 体验会更好（仅代表个人观点 本人致命公司20h玩家 ）,5089
"说明一下，他们玩的这么艰难是因为加的mod太魔幻了，纯净版一般下午1点左右开始刷室内怪，而且只有一两只，不是他们那种开局群魔乱舞，我怀疑是刷怪mod的问题，虽说房主要和玩家一起下同样的mod但有种刷怪mod只能房主一个人添加，不然有多少人下就有多少倍的怪。
最后boy捡了个奇怪的铁板也是mod物品，带前缀“奇怪的”捡了会随机给debuff，但是有bug，boy本来该减速15%，但mod作者写成减速至15%了，所以走的贼慢。",4989
我二十八分钟笑得跟花少北最后那段一样癫哈哈哈哈哈哈,4676
这样，你们录个两小时，我留着当春晚看,4467
"平时的番茄：温文尔雅，风度翩翩
这个视频的番茄：（字正腔圆）握草！握草！握草！！！
非常不错游戏",3776
怎么？[doge]没联系上北子哥？,2808
终于……不是元梦之星了！[大哭],2087
茄哥你怎么了茄哥,1591
老师怎么没看家我家小花,1404
北子哥怎么没联合投稿？[doge],1353
花少北的联投呢[笑哭],1346
为什么四个人的视频感觉有一群人[思考],1344
哇哇哇等到你们的了！,1152
哥几个能不能出个线下视频啊都年底了发个线下团建喜庆一下,1123
没人夸夸剪辑吗！太厉害了，学过一些剧本创作和剪辑，这个视频节奏bgm切镜头剧情逻辑镜头语言过渡闪回（喘气）都极其流畅，可以说半个小时没有一秒是多余的[鼓掌],1052
加了难度mood吧，正常玩很少开门进去就好几个怪刷脸上的，对新人忒不友好[笑哭]（希望哥几个熟了这个游戏多更几期！这个真心节目效果爆炸）,810
这期好好笑，跟着北子那段大笑笑崩了,772
花少北：我被抛弃了 观众朋友们,700
又有人忘记点联合投稿了,460
老师我们小花好像没在里面，我们家孩子回来之后一直在哭，问了才知道是觉得老师不重视他，希望老师能够妥善解决这件事情。,428
王哥假装第一次玩委屈他了，男人帮，启动,366
"wc 新视频不火天理难容！
卧槽，致命公司这个团建视频也太好看了吧，我个人认为啊是所有团建视频里第二好看的一期！！！（第一是火柴人）
 
新视频全程笑疯了，我的妈太有意思了，火速三连，真的求多出几期！太tmd好看了！最近期末，好久都没有笑的这么开心了，好喜欢你们玩这个游戏真的绝了，这个视频不火真的是天理难容！",192
是致命公司！！！自从这个游戏上线就一直期待上海zoo玩了！好喜欢他们玩这种联机恐怖游戏[大哭][大哭][大哭],184
这个视频开始中国boy先说话我想大点声，还没来得及调音花少北就说话了，还好动作慢,177
boy真的好喜欢当小领导[大笑],154
就是说，你们四个能不能一起去密室录个视频，我真的很想看[大哭],153
你们仨拍了多少视频？[星星眼],142
北子醒了哈哈哈哈哈哈哈,141
呜呜，都没人陪哥们玩,134
这加的物品难度低了好多,96
这个游戏是不是会检测玩家音量大小。。？看弹幕说有的怪听觉灵敏,96
老师我们家子涵特别爱看，希望下周还有,94
这期没有字幕嘛,93
出乎我意料的好看！下一季！！！！！！！！！等续集！！！！！！！！别逼我求你！！！！！！！,79
而且怪物的ai是有配合意识的，在未进入攻击状态的囤积虫会捡起战利品并且放在高危险的怪物旁边,66
我说怎么boy头上那个好眼熟（）,64
看了好多UP主录致命公司的实况，还是你们四个最有节目效果[笑哭][笑哭][笑哭],61
开坑开坑，不过怎么感觉今天中国boi的状态不是很好哎？怎么啦？,59
哥几个的视频真的是续命之作……😿,58
四个人吵出了一群人的声音，头回用人声鼎沸形容四个人[doge],57
哥几个圣诞节有说法吗[脱单doge][脱单doge][脱单doge],50
这期质量好高，真的巨好笑，某幻真是长在我笑点上了,48
mod加多了怪也多了有点不太利于新人体验游戏呀，弄个监视器第一视角，对讲机扩音啥的基础mod应该就够用了，因为这个游戏真的超好笑超级出效果，调整一下应该会更精彩的！！,39
北子：联合投稿不联系我是吧,38
北子哥跳楼那一声短笑和后面看boy的狂笑差点给我笑断气,34
刚打完怪猎出来看视频，开头还以为自己游戏没关，搁这找了半天又没找到。直到我把视频暂停了[捂脸],33
"第二天下午了还有1.2万人在看 但是播放量为什么还不上去！！！
给我上去啊[灵魂出窍][灵魂出窍][灵魂出窍][灵魂出窍][灵魂出窍]",33
25分的时候让我想到一句话：植物组之所以能岁月静好，那是因为有动物组负重前行[doge],29
受不了，一看时长接近半小时惊喜万分，结果特么感觉没看一会就没了,28
春晚我要看这个！！！！！！,28
明明只有四个人，却有一种人山人海的既视感……,24
请问对于玩具不点联投这件事三位有什么看法（举话筒）,17
怎么有人没点联合投稿[doge],16
跟我喊 第二期！第二期！第二期！[星星眼],16
虽然冬至过了，但是还是祝大家冬至快乐，团团圆圆啊[打call],16
求求你一定要有下一期！！！,14
团建好唉！！！话说最近这么多团建是在为什么做预热吗…[洛天依][洛天依][洛天依],13
